,id,corpus_id,incipit,cantus_id,mode,finalis,differentia,siglum,position,folio,sequence,marginalia,cao_concordances,feast_id,genre_id,office_id,source_id,melody_id,drupal_path,full_text,full_text_manuscript,volpiano,notes,dataset_name,dataset_idx,image_link
5,,,Lex domini irreprehensibilis,g00742,1,,,CH-P 18,,105,,,,feast_1468,genre_in,office_mi,http://cantus.uwaterloo.ca/source/638308,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,1---hg---gijhg--hg-gfg--gf---g--g--f--h--kkl--k--k---kH7--kL--k---k--lkh--kk---h--hfg--hgkjh--h--h---h--hk---h--fh-ijhfg--gf7---f--hg--h--gf--f---fgh--h---ghff--fe-ede--ed---4,,,,http://www.e-codices.unifr.ch/en/bcj/0018/105
12,,,Lex Domini irreprehensibilis convertens animas testimonium ,g00742,1?,,,P-Ln (Lisboa) Biblioteca Nacional de Portugal Iluminado 084,,061v,,,,feast_1468,genre_in,office_mi,http://pemdatabase.eu/source/52642,,,,,,,,,http://pemdatabase.eu/image/88269
30,,,Lex domini irreprehensibilis,g00742,1,,,PL-Wn rps 12722 V,,070r,,,,feast_1468,,,http://cantus.ispan.pl/source/4559,,,Lex domini irreprehensibilis convertens animas testimonium domini fidele sapientiam praestans parvulis,,,,,,http://cantus.ispan.pl/node/29067
32,,,Lex domini irreprehensibilis,g00742,1,,,PL-Wn Rps 12496 IV,,021r,,,,feast_1468,,,http://cantus.ispan.pl/source/33686,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,http://cantus.ispan.pl/node/34044
33,,,Lex domini irreprehensibilis,g00742,1,,,PL-WRu I F 414,,024r,,,,feast_1468,,,http://cantus.ispan.pl/source/36027,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,http://cantus.ispan.pl/node/36196
35,,,Lex domini irreprehensibilis,g00742,1,,,PL-WRu I F 413,,033r,,,,feast_1468,,,http://cantus.ispan.pl/source/39360,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,http://cantus.ispan.pl/node/40068
36,,,Lex domini irreprehensibilis,g00742,1,,,PL-WRu I F 416,,040v,,,,feast_1468,,,http://cantus.ispan.pl/source/41816,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,http://cantus.ispan.pl/node/42333
47,,,Lex domini irreprehensibilis convertans animas testimonium ,g00742,,,,F-Pn : Ms Lat 12584,,152v,,,,feast_1468,genre_in,,http://musmed.eu/source/13399,,,Lex domini irreprehensibilis convertans animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b8422977w/f308.item.zoom
48,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,F-Pn : Ms Lat 00780,,041r,,,,feast_1468,genre_in,,http://musmed.eu/source/12990,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b6000736q/f89.image
49,,,Lex domini irreprehensibilis*,g00742,,,,F-Pn : Ms Lat 12584,,182r,,,,feast_0680,genre_in,,http://musmed.eu/source/13399,,,Lex domini irreprehensibilis*,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b8422977w/f367.item.zoom
50,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,I-BGc : MA 239 (Gamma III.18),,046v,,,,feast_1468,genre_in,,http://musmed.eu/source/8805,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://www.bdl.servizirl.it/bdl/bookreader/index.html?path=fe&cdOggetto=3903#page/100/mode/1up
51,,,Lex Domini*,g00742,,,,I-BGc : MA 239 (Gamma III.18),,102v,,,,feast_0680,genre_in,,http://musmed.eu/source/8805,,,Lex Domini*,,,,,,https://www.bdl.servizirl.it/bdl/bookreader/index.html?path=fe&cdOggetto=3903#page/212/mode/1up
52,,,Lex Domini inreprehensibilis converterens animas testimonium ,g00742,,,,CH-SGs : Cod 0340,,040,,,,feast_0339,genre_in,,http://musmed.eu/source/14274,,,"Lex Domini inreprehensibilis converterens animas testimonium Dei fidele sapientiam prestans parvulis.",,,,,,https://www.e-codices.unifr.ch/en/csg/0340/40/0/Sequence-487
53,,,Lex Domini irreprehensibilis convertens animas testimonium ,g00742,,,,I-BGc : MA 239 (Gamma III.18),,140r,,,,feast_1468,genre_in,,http://musmed.eu/source/8805,,,Lex Domini irreprehensibilis convertens animas testimonium Dei fidele sapientiam praestans parvulis,,,,,,https://www.bdl.servizirl.it/bdl/bookreader/index.html?path=fe&cdOggetto=3903#page/287/mode/1up
54,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,V-CVbav : Vat.lat.04770,,041v,,,,feast_1468,genre_in,,http://musmed.eu/source/29524,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://digi.vatlib.it/view/MSS_Vat.lat.4770/86
55,,,Lex domini inreprehensibilis convertens animas testimonium ,g00742,,,,GB-Lbl : Egerton 0857,,020v,,,,feast_1468,genre_in,,http://musmed.eu/source/29583,,,Lex domini inreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://manuscrits-france-angleterre.org/view3if/pl/ark:/81055/vdc_100056033061.0x000001/f47
56,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,CH-SGs : Cod 0340,,101,,,,feast_1476,genre_in,,http://musmed.eu/source/14274,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://www.e-codices.unifr.ch/en/csg/0340/101/0/Sequence-487
57,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,CH-SGs : Cod 0340,,101,,,,feast_1476,genre_in,,http://musmed.eu/source/14274,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://www.e-codices.unifr.ch/en/csg/0340/101/0/Sequence-487
58,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,V-CVbav : Vat.lat.05319,,053r,,,,feast_1468,genre_in,,http://musmed.eu/source/14915,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://digi.vatlib.it/view/MSS_Vat.lat.5319/113
59,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,D-B : Ms mus 40078,,067r,,,,feast_1468,genre_in,,http://musmed.eu/source/8817,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN782404677&PHYSID=PHYS_0137&DMDID=DMDLOG_0001
60,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,1,,,F-Pn : NAL 01414,,027r,,,,feast_1468,genre_in,,http://musmed.eu/source/28426,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b525113345/f59.image
64,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,F-Pn : Ms Lat 18010,,013r,,,,feast_1468,genre_in,,http://musmed.eu/source/13514,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b84262769/f29.image
65,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,F-G : Ms 0084 (Ms. 395 Rés.),,112r,,,,feast_1468,genre_in,,http://musmed.eu/source/10075,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,http://pagella.bm-grenoble.fr/img-viewer/Ms/Ms0395/viewer.html?base=BMG&np=B381856103_Ms0395A01.jpg&ns=B381856103_Ms0395B112r.jpg
68,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,F-Pn : Ms Lat 09436,,32r,,,,feast_1468,genre_in,,http://musmed.eu/source/15586,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b105511278/f67.image
70,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,I-BGc : MA 150 (Psi III.8),,030v,,,,feast_1468,genre_in,,http://musmed.eu/source/41838,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://www.bdl.servizirl.it/bdl/bookreader/index.html?path=fe&cdOggetto=3862#page/66/mode/1up
72,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,1,,,F-Pn : Ms Lat 00903,,046r,,,,feast_1468,genre_in,,http://musmed.eu/source/13022,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b10506538t/f109.imagehttps://gallica.bnf.fr/ark:/12148/btv1b10506538t/f109.image
73,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,D-KNd : Ms 1001b,,068v,,,,feast_1468,genre_in,,http://musmed.eu/source/11493,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,http://www.ceec.uni-koeln.de/ceec-cgi/kleioc/0010/exec/pagemed/%22kn28-1001b_136.jpg%22/segment/%22body%22
75,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,CH-SGs : Cod 0338,,131,,,,feast_1468,genre_in,,http://musmed.eu/source/14272,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam prestans parvulis,,,,,,https://www.e-codices.unifr.ch/en/csg/0338/131/0/Sequence-485
76,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,GB-Lbl : Harley 4951,,175v,,,,feast_1468,genre_in,,http://musmed.eu/source/29527,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,http://www.bl.uk/manuscripts/Viewer.aspx?ref=harley_ms_4951_f175v
77,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,V-CVbav : Archivio di San Pietro F.22,,028v,,,,feast_1468,genre_in,,http://musmed.eu/source/14749,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://digi.vatlib.it/view/MSS_Arch.Cap.S.Pietro.F.22/56
78,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,CH-SGs : Cod 0338,,550,,,,feast_0339,genre_in,,http://musmed.eu/source/14272,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://www.e-codices.unifr.ch/en/csg/0338/550/0/Sequence-485
80,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,CH-SGs : Cod 0374,,063,,,,feast_1468,genre_in,,http://musmed.eu/source/14286,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://www.e-codices.unifr.ch/en/csg/0374/63/0/Sequence-508
81,,,Lex domini*,g00742,,,,CH-SGs : Cod 0374,,160,,,,feast_0616,genre_in,,http://musmed.eu/source/14286,,,Lex domini*,,,,,,https://www.e-codices.unifr.ch/en/csg/0374/160/0/Sequence-508
83,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,F-Pn : NAL 01235,,053v,,,,feast_1468,genre_in,,http://musmed.eu/source/13534,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b8432301z/f118.image
85,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,D-W : Cod Guelf Helmst 1008,,072v,,,,feast_0731,genre_in,,http://musmed.eu/source/15154,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,http://diglib.hab.de/wdb.php?dir=mss/1008-helmst&pointer=147
86,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,F-SOM : Ms 0252,,056v,,,,feast_1468,genre_in,,http://musmed.eu/source/14203,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://bvmm.irht.cnrs.fr/iiif/18074/canvas/canvas-1490373/view
89,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,F-Pn : NAL 01890,,0019v,,,,feast_1468,genre_in,,http://musmed.eu/source/13550,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b8426272n/f46.item.zoom
92,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,F-Pn : Ms Lat 00833,,042r,,,,feast_1468,genre_in,,http://musmed.eu/source/13007,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b84323061/f91.item.zoom
93,,,Lex domini inreprehensibilis convertens animas testimonium ,g00742,,,,F-NS : Ms 0004,,036v,,,,feast_1468,genre_in,,http://musmed.eu/source/12600,,,Lex domini inreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b100158551/f76.image
94,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,F-Pn : Ms Lat 17307,,059v,,,,feast_1468,genre_in,,http://musmed.eu/source/13489,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b84262643/f124.item.zoom
95,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,"D-HEu : Cod. Sal. X,007",,032v,,,,feast_1468,genre_in,,http://musmed.eu/source/17266,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://digi.ub.uni-heidelberg.de/diglit/salX7/00066/image
96,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,A-Gu : Ms 0807,,059v,,,,feast_1468,genre_in,,http://musmed.eu/source/10059,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://unipub.uni-graz.at/obvugrscript/content/zoom/5564703
97,,,Lex domini inreprehensib*,g00742,,,,D-BAa : Msc Lit 007,,023v,,,,feast_1468,genre_in,,http://musmed.eu/source/8678,,,Lex domini inreprehensib*,,,,,,https://www.bavarikon.de/object/bav:SBB-KHB-00000SBB00000129?cq=&p=49
99,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,CH-SGs : Cod 0375,,97,,,,feast_1468,genre_in,,http://musmed.eu/source/14287,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://www.e-codices.unifr.ch/en/csg/0375/97/0/
100,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,F-Togs : Ms 001,,090r,,,,feast_1468,genre_in,,http://musmed.eu/source/103078,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://bvmm.irht.cnrs.fr/iiif/31976/canvas/canvas-2795920/view
104,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,D-Kl : Theol. quart 0015,,056r,,,,feast_1468,genre_in,,http://musmed.eu/source/11376,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://orka.bibliothek.uni-kassel.de/viewer/image/1318578645716/59/
105,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,F-Pn : Ms Lat 00904,,059v,,,,feast_1468,genre_in,,http://musmed.eu/source/13023,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b84324657/f130.image
106,,,Lex domini inreprehensibilis convertens animas testimonium ,g00742,,,,US-Baw : W.0011,,063v,,,,feast_1468,genre_in,,http://musmed.eu/source/8646,,,Lex domini inreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://www.thedigitalwalters.org/Data/WaltersManuscripts/W11/data/W.11/sap/W11_000130_sap.jpg
110,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,F-Pa : Ms 0197,,034r,,,,feast_1468,genre_in,,http://musmed.eu/source/98760,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b52510789n/f77.item.zoom
111,,,Lex domini*,g00742,,,,US-Baw : W.0011,,256r,,,,,genre_in,,http://musmed.eu/source/8646,,,Lex domini*,,,,,,https://manuscripts.thewalters.org/viewer.php?id=W.11#page/515/mode/1up
113,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,F-AUT : Ms S 0010 (8*),,078v,,,,feast_1468,genre_in,,http://musmed.eu/source/8573,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://bvmm.irht.cnrs.fr/iiif/21559/canvas/canvas-1937948/view
114,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,CH-ROM : Ms. liturg. FiD 5,,025v,,,,feast_1468,genre_in,,http://musmed.eu/source/97795,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://www.e-codices.unifr.ch/en/fdr/0005/16v/0/Sequence-2575
115,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,CH-ROM : Ms. liturg. FiD 5,,025v,,,,feast_1468,genre_in,,http://musmed.eu/source/97795,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://www.e-codices.unifr.ch/en/fdr/0005/16v/0/Sequence-2575
117,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,D-DS : Hs 0545,,026v,,,,feast_1468,genre_in,,http://musmed.eu/source/9518,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapienciam praestans parvulis,,,,,,http://tudigit.ulb.tu-darmstadt.de/show/Hs-545/0052/image
118,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,F-Pm : Ms 0384,,047v,,,,feast_1468,genre_in,,http://musmed.eu/source/15589,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://mazarinum.bibliotheque-mazarine.fr/viewer/17856/?offset=#page=100&viewer=picture&o=bookmark&n=0&q=
119,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,NL-Uu : Hs. 0415,,051v,,,,feast_1468,genre_in,,http://musmed.eu/source/15626,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapienciam praestans parvulis,,,,,,http://objects.library.uu.nl/reader/index.php?obj=1874-339013&lan=en#page//32/87/40/32874096547096407870386161736729712757.jpg/mode/1up
120,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,F-SEm : Ms 018,,0064,,,,feast_1468,genre_in,,http://musmed.eu/source/20281,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://bvmm.irht.cnrs.fr/mirador/index.php?manifest=https://bvmm.irht.cnrs.fr/iiif/24791/manifest
121,,,Lex domini inreprehensibilis convertens animas testimonium ,g00742,,,,F-CA : Ms 0061 (62),,055r,,,,feast_1468,genre_in,,http://musmed.eu/source/9071,,,Lex domini inreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=19290&VUE_ID=1708893&carouselThere=false&nbVignettes=4x3&page=5&angle=0&zoom=moyen&tailleReelle=
122,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,F-CA : Ms 0075 (76),,065r,,,,feast_1468,genre_in,,http://musmed.eu/source/9073,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://bvmm.irht.cnrs.fr/iiif/32304/canvas/canvas-2842049/view
123,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,a = 1,,,D-LEu : Ms Thomas 391,,041v,,,,feast_1468,genre_in,,http://musmed.eu/source/138221,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,http://universalviewer.io/uv.html?manifest=https%3A//iiif.ub.uni-leipzig.de/0000032952/manifest.json#?c=0&m=0&s=0&cv=109&xywh=-1210%2C1403%2C6162%2C2808
124,,,Lex domini incomprehensibilis convertens animas testimonium ,g00742,,,,V-CVbav : Ross.0076,,050r,,,,feast_1468,genre_in,,http://musmed.eu/source/98746,,,Lex domini incomprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://digi.vatlib.it/view/MSS_Ross.76/111
125,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,CH-Cobodmer : C 0074,,051v,,,,feast_1468,genre_in,,http://musmed.eu/source/9492,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://www.e-codices.unifr.ch/de/fmb/cb-0074/51v/0/Sequence-825
126,,,Lex domini irreprehensibilis *,g00742,,,,F-Pn : Ms Lat 00903,,094v,,,,feast_0680,genre_in,,http://musmed.eu/source/13022,,,Lex domini irreprehensibilis *,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b10506538t/f205.item
127,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,1,,,B-Br : II 3823,,048v,,,,feast_1468,genre_in,,http://musmed.eu/source/29526,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://services4.libis.be/mirador/index.html?json=61829d32c9dca
129,,,Lex domini *,g00742,,,,D-BAa : Msc Lit 005,,190r,,,,feast_1468,genre_in,,http://musmed.eu/source/8676,,,Lex domini *,,,,,,https://www.bavarikon.de/object/SBB-KHB-00000SBB00000127?cq=&p=384
130,,,Lex domini *,g00742,1a,,,F-Pn : NAL 01235,,142v,,,,,genre_in,,http://musmed.eu/source/13534,,,Lex domini *,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b8432301z/f296.item
133,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,1,,,A-KN : Cod 0073,,023r,,,,feast_1468,genre_in,,http://musmed.eu/source/17327,,,Lex domini irreprehensibilis convertens animas testimonium Dei fidele sapientiam praestans parvulis,,,,,,https://manuscripta.at/diglit/AT5000-73/0049
134,,,Lex Domini irreprehensibilis convertens animas testimonium ,g00742,1,,,GB-Dru : Cosin V.V.6,,053r,,,,feast_1468,genre_in,,http://musmed.eu/source/15574,,,Lex Domini irreprehensibilis convertens animas testimonium Dei fidele sapientiam praestans parvulis,,,,,,https://iiif.durham.ac.uk/index.html?manifest=t1mp2676v52p&canvas=t1tn009w2546
135,,,Lex Domini *,g00742,,,,GB-Dru : Cosin V.V.6,,084r,,,,feast_0644,genre_in,,http://musmed.eu/source/15574,,,Lex Domini *,,,,,,https://iiif.durham.ac.uk/index.html?manifest=t1mp2676v52p&canvas=t1t0p096725d
136,,,Lex Domini inreprehensibilis convertens animas testimonium ,g00742,,,,CH-SGv : VadSlg Ms 0295,,029v,,,,feast_1468,genre_in,,http://musmed.eu/source/14258,,,Lex Domini inreprehensibilis convertens animas testimonium Dei fidele sapientiam praestans parvulis,,,,,,https://www.e-codices.unifr.ch/en/vad/0295/29v/0/
137,,,Lex domini inreprehensibilis convertens animas testimonium ,g00742,1,,,F-PR : Ms 0012,,082r,,,,feast_1468,genre_in,,http://musmed.eu/source/14008,,,Lex domini inreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://bvmm.irht.cnrs.fr/consult/consult.php?mode=ecran&panier=false&reproductionId=4246&VUE_ID=936877&carouselThere=false&nbVignettes=4x3&page=1&angle=0&zoom=moyen&tailleReelle=
138,,,Lex domini irreprehensibilis convertens animas testimonium ,g00742,,,,D-BAa : Msc Lit 006,,025v,,,,feast_1468,genre_in,,http://musmed.eu/source/8677,,,Lex domini irreprehensibilis convertens animas testimonium dei fidele sapientiam praestans parvulis,,,,,,https://nbn-resolving.org/urn:nbn:de:bvb:22-msc.lit.6-3#0054
2515,,,Circumdederunt me gemitus,g00631,5,,,CH-P 18,,055,,,,feast_0473,genre_in,office_mi,http://cantus.uwaterloo.ca/source/638308,,,Circumdederunt me gemitus mortis dolores inferni circumdederunt me et in tribulatione mea invocavi dominum et exaudivit de templo sancto suo vocem meam,,1---fG--h--h--h--hgh---f---hk--g--kk---kl--k---k--klk7--kjk---hG--h--k---jh--klk-kg--hkjk--hkg-gf--f---fhg-jhf---fh---h---hgh--h--h--gh7--fgh--h---hg-hf--f---f--hg--hk--klgh---hg--kk--klh---h---kk--k--klk--kjk77---hg---h--k---jH--jk---hkg-gfg--gf---fg-hgh--kkgh-ghg---fghgfg--gf---4,,,,http://www.e-codices.unifr.ch/en/bcj/0018/055
2524,,,Circumdederunt me gemitus mortis dolores inferni ,g00631,5?,,,P-Ln (Lisboa) Biblioteca Nacional de Portugal Iluminado 084,,040v,,,,feast_0473,genre_in,office_mi,http://pemdatabase.eu/source/52642,,,,,,,,,http://pemdatabase.eu/image/88227
2540,,,Circumdederunt me gemitus,g00631,5,,,PL-Wn rps 12722 V,,038v,,,,feast_0473,,,http://cantus.ispan.pl/source/4559,,,Circumdederunt me gemitus mortis dolores inferni circumdederunt me et in tribulatione mea invocavi dominum et exaudivit de templo sancto suo vocem meam,,,,,,http://cantus.ispan.pl/node/28777
2542,,,Circumdederunt me gemitus,g00631,5,,,PL-Wn Rps 12496 IV,,010v,,,,feast_0473,,,http://cantus.ispan.pl/source/33686,,,Circumdederunt me gemitus mortis dolores inferni circumdederunt me et in tribulatione mea invocavi dominum et exaudivit de templo sancto suo vocem meam,,,,,,http://cantus.ispan.pl/node/33714
2543,,,Circumdederunt me gemitus,g00631,5,,,PL-WRu I F 414,,011v,,,,feast_0473,,,http://cantus.ispan.pl/source/36027,,,Circumdederunt me gemitus mortis dolores inferni circumdederunt me et in tribulatione mea invocavi dominum et exaudivit de templo sancto suo vocem meam,,,,,,http://cantus.ispan.pl/node/36171
2545,,,Circumdederunt me gemitus,g00631,5,,,PL-WRu I F 413,,015v,,,,feast_0473,,,http://cantus.ispan.pl/source/39360,,,Circumdederunt me gemitus mortis dolores inferni circumdederunt me et in tribulatione mea invocavi dominum et exaudivit de templo sancto suo vocem meam,,,,,,http://cantus.ispan.pl/node/39852
2546,,,Circumdederunt me gemitus,g00631,5,,,PL-WRu I F 416,,019v,,,,feast_0473,,,http://cantus.ispan.pl/source/41816,,,Circumdederunt me gemitus mortis dolores inferni circumdederunt me et in tribulatione mea invocavi dominum et exaudivit de templo sancto suo vocem meam,,,,,,http://cantus.ispan.pl/node/41939
2555,,,Circumdederunt me gemitus mortis dolores inferni ,g00631,,,,F-Pn : Ms Lat 12584,,139v,,,,feast_0473,genre_in,,http://musmed.eu/source/13399,,,Circumdederunt me gemitus mortis dolores inferni circumdederunt me et in tribulatione mea invocavi dominum et exaudivit de templo sancto suo vocem meam,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b8422977w/f282.item.zoom
2556,,,Circumdederunt me gemitus mortis dolores inferni ,g00631,,,,F-Pn : Ms Lat 00780,,026v,,,,feast_0473,genre_in,,http://musmed.eu/source/12990,,,Circumdederunt me gemitus mortis dolores inferni circumdederunt me et in tribulatione mea invocavi dominum et exaudivit de templo sancto suo vocem meam,,,,,,https://gallica.bnf.fr/ark:/12148/btv1b6000736q/f60.item
